,"Chinese_by夏堇"
"_Decal3OnlyVideo","仅视频"
"_Decal3VideoEmissionStrength","贴花3视频发射强度"
"s_end_Decal3Video","贴花3视频设置结束"
"s_start_Decal3ChannelSeparation","贴花3通道分离"
"s_start_Decal3GlobalMasking","贴花3全局遮罩"
"_Decal3FaceMask","贴花3面部遮罩"
"s_end_Decal3GlobalMasking","贴花3全局遮罩结束"
"s_start_LightDataBasePass","光照数据基础通道"
"_LightingViewDirOffsetPitch","光照视图方向偏移俯仰角"
"_LightingViewDirOffsetYaw","光照视图方向偏移偏航角"
"_LightingMirrorVertexLightingEnabled","镜像顶点光照"
"s_end_LightDataBasePass","光照数据基础通道结束"
"s_start_LightDataAddPass","光照数据添加通道"
"s_end_LightDataAddPass","光照数据添加通道结束"
"s_start_LightDataDebug","光照数据调试"
"s_end_LightDataDebug","光照数据调试结束"
"_ToonRampCount","卡通渐变数量"
"_ToonRampUVSelector","卡通渐变UV选择器"
"s_start_MultilayerMath1stLayer","多层数学第1层"
"s_end_MultilayerMath1stLayer","多层数学第1层结束"
"s_start_MultilayerMath2ndLayer","多层数学第2层"
"s_end_MultilayerMath2ndLayer","多层数学第2层结束"
"s_start_MultilayerMath3rdLayer","多层数学第3层"
"s_end_MultilayerMath3rdLayer","多层数学第3层结束"
"s_start_MultilayerMathBorder","多层数学边界"
"s_end_MultilayerMathBorder","多层数学边界结束"
"s_start_MultilayerMathBorderMap","多层数学边界贴图"
"_ShadowBorderMapToggle","切换阴影边界贴图"
"_ShadowBorderMask","阴影边界遮罩"
"_ShadowBorderMaskPan","阴影边界遮罩平移"
"_ShadowBorderMaskUV","阴影边界遮罩UV"
"_ShadowPostAO","阴影后处理AO"
"_ShadowBorderMaskLOD","阴影边界遮罩LOD"
"_ShadowAOShift","阴影AO偏移"
"_ShadowAOShift2","阴影AO偏移2"
"s_end_MultilayerMathBorderMap","多层数学边界贴图结束"
"_LightingWrappedColor","光照包裹颜色"
"_ForceFlatRampedLightmap","强制平坦渐变光照贴图"
"s_start_ShadingAddPass","着色添加通道"
"s_end_ShadingAddPass","着色添加通道结束"
"s_start_ShadingGlobalMask","着色全局遮罩"
"_ShadingRampedLightMapApplyGlobalMaskIndex","应用全局遮罩索引的渐变光照贴图"
"_ShadingRampedLightMapApplyGlobalMaskBlendType","应用全局遮罩混合类型的渐变光照贴图"
"_ShadingRampedLightMapInverseApplyGlobalMaskIndex","反向应用全局遮罩索引的渐变光照贴图"
"_ShadingRampedLightMapInverseApplyGlobalMaskBlendType","反向应用全局遮罩混合类型的渐变光照贴图"
"s_end_ShadingGlobalMask","着色全局遮罩结束"
"_AnisoGlobalMask","各向异性全局遮罩"
"_AnisoGlobalMaskBlendType","各向异性全局遮罩混合类型"
"s_start_AnisoTopLayer","各向异性顶层"
"s_end_AnisoTopLayer","各向异性顶层结束"
"s_start_AnisoBottomLayer","各向异性底层"
"s_end_AnisoBottomLayer","各向异性底层结束"
"_MatcapPan","Matcap平移"
"s_start_Matcap0Masking","Matcap0遮罩"
"s_end_Matcap0Masking","Matcap0遮罩结束"
"s_start_Matcap0Blending","Matcap0混合"
"s_end_Matcap0Blending","Matcap0混合结束"
"s_start_MatcapNormal","Matcap法线"
"s_start_MatcapHueShift","Matcap色调偏移"
"s_start_MatcapSmoothness","Matcap平滑度"
"s_start_matcapApplyToAlpha","Matcap应用到Alpha"
"_MatcapApplyToAlphaEnabled","Matcap应用到Alpha"
"_MatcapApplyToAlphaSourceBlend","Matcap应用到Alpha源混合"
"_MatcapApplyToAlphaBlendType","Matcap应用到Alpha混合类型"
"_MatcapApplyToAlphaBlending","Matcap应用到Alpha混合"
"s_start_MatcapTPSMaskGroup","Matcap TPS遮罩组"
"s_start_Matcap0AudioLink","Matcap0音频链接"
"_Matcap0ALEnabled","Matcap0音频链接"
"_Matcap0ALAlphaAddBand","Matcap0音频链接Alpha添加波段"
"_Matcap0ALAlphaAdd","Matcap0音频链接Alpha添加"
"_Matcap0ALEmissionAddBand","Matcap0音频链接发射添加波段"
"_Matcap0ALEmissionAdd","Matcap0音频链接发射添加"
"_Matcap0ALIntensityAddBand","Matcap0音频链接强度添加波段"
"_Matcap0ALIntensityAdd","Matcap0音频链接强度添加"
"_Matcap0ALChronoPanType","Matcap0音频链接时间平移类型"
"_Matcap0ALChronoPanBand","Matcap0音频链接时间平移波段"
"_Matcap0ALChronoPanSpeed","Matcap0音频链接时间平移速度"
"s_end_Matcap0AudioLink","Matcap0音频链接结束"
"_Matcap2Pan","Matcap2平移"
"s_start_Matcap1Masking","Matcap1遮罩"
"s_end_Matcap1Masking","Matcap1遮罩结束"
"s_start_Matcap1Blending","Matcap1混合"
"s_end_Matcap1Blending","Matcap1混合结束"
"s_start_Matcap1Normal","Matcap1法线"
"s_start_Matcap1HueShift","Matcap1色调偏移"
"s_start_Matcap1Smoothness","Matcap1平滑度"
"s_start_matcap1ApplyToAlpha","Matcap1应用到Alpha"
"_Matcap2ApplyToAlphaEnabled","Matcap2应用到Alpha"
"_Matcap2ApplyToAlphaSourceBlend","Matcap2应用到Alpha源混合"
"_Matcap2ApplyToAlphaBlendType","Matcap2应用到Alpha混合类型"
"_Matcap2ApplyToAlphaBlending","Matcap2应用到Alpha混合"
"s_start_Matcap2TPSMaskGroup","Matcap2 TPS遮罩组"
"s_start_Matcap1AudioLink","Matcap1音频链接"
"_Matcap1ALEnabled","Matcap1音频链接"
"_Matcap1ALAlphaAddBand","Matcap1音频链接Alpha添加波段"
"_Matcap1ALAlphaAdd","Matcap1音频链接Alpha添加"
"_Matcap1ALEmissionAddBand","Matcap1音频链接发射添加波段"
"_Matcap1ALEmissionAdd","Matcap1音频链接发射添加"
"_Matcap1ALIntensityAddBand","Matcap1音频链接强度添加波段"
"_Matcap1ALIntensityAdd","Matcap1音频链接强度添加"
"_Matcap1ALChronoPanType","Matcap1音频链接时间平移类型"
"_Matcap1ALChronoPanBand","Matcap1音频链接时间平移波段"
"_Matcap1ALChronoPanSpeed","Matcap1音频链接时间平移速度"
"s_end_Matcap1AudioLink","Matcap1音频链接结束"
"_Matcap3Pan","Matcap3平移"
"s_start_Matcap2Masking","Matcap2遮罩"
"s_end_Matcap2Masking","Matcap2遮罩结束"
"s_start_Matcap2Blending","Matcap2混合"
"s_end_Matcap2Blending","Matcap2混合结束"
"s_start_Matcap2Normal","Matcap2法线"
"s_start_Matcap2HueShift","Matcap2色调偏移"
"s_start_Matcap2Smoothness","Matcap2平滑度"
"s_start_matcap2ApplyToAlpha","Matcap2应用到Alpha"
"_Matcap3ApplyToAlphaEnabled","Matcap3应用到Alpha"
"_Matcap3ApplyToAlphaSourceBlend","Matcap3应用到Alpha源混合"
"_Matcap3ApplyToAlphaBlendType","Matcap3应用到Alpha混合类型"
"_Matcap3ApplyToAlphaBlending","Matcap3应用到Alpha混合"
"s_start_Matcap3TPSMaskGroup","Matcap3 TPS遮罩组"
"s_start_Matcap2AudioLink","Matcap2音频链接"
"_Matcap2ALEnabled","Matcap2音频链接"
"_Matcap2ALAlphaAddBand","Matcap2音频链接Alpha添加波段"
"_Matcap2ALAlphaAdd","Matcap2音频链接Alpha添加"
"_Matcap2ALEmissionAddBand","Matcap2音频链接发射添加波段"
"_Matcap2ALEmissionAdd","Matcap2音频链接发射添加"
"_Matcap2ALIntensityAddBand","Matcap2音频链接强度添加波段"
"_Matcap2ALIntensityAdd","Matcap2音频链接强度添加"
"_Matcap2ALChronoPanType","Matcap2音频链接时间平移类型"
"_Matcap2ALChronoPanBand","Matcap2音频链接时间平移波段"
"_Matcap2ALChronoPanSpeed","Matcap2音频链接时间平移速度"
"s_end_Matcap2AudioLink","Matcap2音频链接结束"
"_Matcap4Pan","Matcap4平移"
"s_start_Matcap3Masking","Matcap3遮罩"
"s_end_Matcap3Masking","Matcap3遮罩结束"
"s_start_Matcap3Blending","Matcap3混合"
"s_end_Matcap3Blending","Matcap3混合结束"
"s_start_Matcap3Normal","Matcap3法线"
"s_start_Matcap3HueShift","Matcap3色调偏移"
"s_start_Matcap3Smoothness","Matcap3平滑度"
"s_start_matcap3ApplyToAlpha","Matcap3应用到Alpha"
"_Matcap4ApplyToAlphaEnabled","Matcap4应用到Alpha"
"_Matcap4ApplyToAlphaSourceBlend","Matcap4应用到Alpha源混合"
"_Matcap4ApplyToAlphaBlendType","Matcap4应用到Alpha混合类型"
"_Matcap4ApplyToAlphaBlending","Matcap4应用到Alpha混合"
"s_start_Matcap4TPSMaskGroup","Matcap4 TPS遮罩组"
"s_start_Matcap3AudioLink","Matcap3音频链接"
"_Matcap3ALEnabled","Matcap3音频链接"
"_Matcap3ALAlphaAddBand","Matcap3音频链接Alpha添加波段"
"_Matcap3ALAlphaAdd","Matcap3音频链接Alpha添加"
"_Matcap3ALEmissionAddBand","Matcap3音频链接发射添加波段"
"_Matcap3ALEmissionAdd","Matcap3音频链接发射添加"
"_Matcap3ALIntensityAddBand","Matcap3音频链接强度添加波段"
"_Matcap3ALIntensityAdd","Matcap3音频链接强度添加"
"_Matcap3ALChronoPanType","Matcap3音频链接时间平移类型"
"_Matcap3ALChronoPanBand","Matcap3音频链接时间平移波段"
"_Matcap3ALChronoPanSpeed","Matcap3音频链接时间平移速度"
"s_end_Matcap3AudioLink","Matcap3音频链接结束"
"_CubemapBlendType","立方体贴图混合类型"
"_CubeMapBlendAmount","立方体贴图混合量"
"_CubeMapSmoothness","立方体贴图平滑度"
"s_start_CubeMapMasking","立方体贴图遮罩"
"s_end_CubeMapMasking","立方体贴图遮罩结束"
"s_start_CubeMapColorAdjust","立方体贴图颜色调整"
"_CubeMapBrightness","立方体贴图亮度"
"_CubeMapContrast","立方体贴图对比度"
"_CubeMapSaturation","立方体贴图饱和度"
"s_start_RimLight0Color","边缘光0颜色"
"_RimPoiBlendMode","边缘光Poi混合模式"
"s_end_RimLight0Color","边缘光0颜色结束"
"s_start_RimLight0ShapeControls","边缘光0形状控制"
"s_end_RimLight0ShapeControls","边缘光0形状控制结束"
"s_start_RimLight0LightDirMask","边缘光0光方向遮罩"
"s_end_RimLight0LightDirMask","边缘光0光方向遮罩结束"
"s_start_RimLightDirectionMask","边缘光方向遮罩"
"s_end_RimLightDirectionMask","边缘光方向遮罩结束"
"s_start_liltoon_rim_lightdir","LilToon边缘光方向"
"s_start_RimLight0HueShift","边缘光0色调偏移"
"s_end_RimLight0HueShift","边缘光0色调偏移结束"
"s_start_RimLight0GlobalMasking","边缘光0全局遮罩"
"_RimApplyAlpha","应用边缘Alpha"
"_RimApplyAlphaBlend","应用边缘Alpha混合"
"s_end_RimLight0GlobalMasking","边缘光0全局遮罩结束"
"s_start_RimLight1Color","边缘光1颜色"
"_RimPoi2BlendMode","边缘光Poi2混合模式"
"s_end_RimLight1Color","边缘光1颜色结束"
"s_start_RimLight1ShapeControls","边缘光1形状控制"
"s_end_RimLight1ShapeControls","边缘光1形状控制结束"
"s_start_RimLight1LightDirMask","边缘光1光方向遮罩"
"s_end_RimLight1LightDirMask","边缘光1光方向遮罩结束"
"s_start_RimLight2DirectionMask","边缘光2方向遮罩"
"s_end_RimLight2DirectionMask","边缘光2方向遮罩结束"
"s_start_liltoon_rim2_lightdir","LilToon边缘光2方向"
"s_start_RimLight1HueShift","边缘光1色调偏移"
"s_end_RimLight1HueShift","边缘光1色调偏移结束"
"s_start_RimLight1GlobalMasking","边缘光1全局遮罩"
"_Rim2ApplyAlpha","应用边缘2 Alpha"
"_Rim2ApplyAlphaBlend","应用边缘2 Alpha混合"
"s_end_RimLight1GlobalMasking","边缘光1全局遮罩结束"
"s_start_FixedRimShapeControl","固定边缘形状控制"
"s_end_FixedRimShapeControl","固定边缘形状控制结束"
"s_start_FixedRimColor","固定边缘颜色"
"s_end_FixedRimColor","固定边缘颜色结束"
"s_start_FixedRimBlending","固定边缘混合"
"s_end_FixedRimBlending","固定边缘混合结束"
"_SSSBaseColorMix","次表面散射基色混合"
"s_start_BRDFTPSMaskGroup"," BRDF TPS 遮罩组"
"s_start_PBRSecondSpecular"," PBR 第二镜面反射"
"s_end_PBRSecondSpecular","结束 PBR 第二镜面反射"
"s_start_PBRSplitMaskSample"," PBR 分割遮罩采样"
"s_end_PBRSplitMaskSample","结束 PBR 分割遮罩采样"
"s_start_brdfadvanced"," BRDF 高级"
"_RefSpecFresnelBack","反射镜面菲涅耳反射"
"s_start_ClearCoatTPSMaskGroup","透明涂层 TPS 遮罩组"
"s_start_StylizedSpecularLayer0","风格化镜面反射层 0"
"s_end_StylizedSpecularLayer0","结束风格化镜面反射层 0"
"s_start_StylizedSpecularLayer1","风格化镜面反射层 1"
"s_end_StylizedSpecularLayer1","结束风格化镜面反射层 1"
"s_start_StylizedSpecularAdvanced","风格化镜面反射高级"
"s_end_StylizedSpecularAdvanced","结束风格化镜面反射高级"
"m_start_LTCGI"," LTCGI"
"_LTCGIEnabled"," LTCGI"
"_LTCGI_Attribution","LTCGI 归因"
"_LTCGI_AnimToggle","LTCGI 动画切换"
"_LTCGI_DiffuseColor","LTCGI 漫反射颜色"
"_LTCGI_SpecularColor","LTCGI 镜面反射颜色"
"_LTCGI_UsePBR","使用 PBR"
"_LTCGI_Smoothness","LTCGI 光滑度"
"_LTCGI_Metallic","LTCGI 金属度"
"m_end_LTCGI","结束 LTCGI"
"s_start_OutlineColorAdjust","轮廓颜色调整"
"_OutlineTexHSVG","轮廓纹理 HSVG"
"s_end_OutlineColorAdjust","结束轮廓颜色调整"
"s_start_OutlineAlphaDistanceFade","轮廓 Alpha 距离渐变"
"s_end_OutlineAlphaDistanceFade","结束轮廓 Alpha 距离渐变"
"s_start_OutlineFixedSize","轮廓固定大小"
"_OutlineFixWidth","轮廓固定宽度"
"s_end_OutlineFixedSize","结束轮廓固定大小"
"s_start_OutlineLighting","轮廓照明"
"s_end_OutlineLighting","结束轮廓照明"
"s_start_VertexColors","顶点颜色"
"s_end_VertexColors","结束顶点颜色"
"s_start_OutlineRenderingOptions","轮廓渲染选项"
"s_end_OutlineRenderingOptions","结束轮廓渲染选项"
"s_start_outline_al_color","轮廓AL颜色"
"_OutlineALColorEnabled","轮廓 AL 颜色"
"_AudioLinkOutlineColorBand","音频链接轮廓颜色频段"
"_AudioLinkOutlineColorMod","音频链接轮廓颜色调制"
"_AudioLinkOutlineColor","音频链接轮廓颜色"
"s_end_outline_al_color","结束轮廓 AL 颜色"
"_DissolveApplyGlobalMaskIndex","溶解全局遮罩索引"
"_DissolveApplyGlobalMaskBlendType","溶解全局遮罩混合类型"
"_DissolveInverseApplyGlobalMaskIndex","溶解反转全局遮罩索引"
"_DissolveInverseApplyGlobalMaskBlendType","溶解反转全局遮罩混合类型"
"_FlipbookBlendType","帧动画混合类型"
"s_start_Positioning","定位"
"s_start_FlipbookManualFrameControl","帧动画手动帧控制"
"s_start_FlipbookStartAndEnd","帧动画起始和结束"
"s_start_FlipbookCrossfade","帧动画交叉淡入淡出"
"s_start_FlipbookHueShift","帧动画色调偏移"
"s_end_FlipbookHueShift","结束帧动画色调偏移"
"s_start_FlipBookAdvanced","高级帧动画"
"s_start_EmissionHueShift0","发射色调偏移 0"
"_EmissionSaturation","发射饱和度"
"s_start_EmissionCenterOut0","发射从中心向外 0"
"s_start_EmissionLightBased0","基于光的发射 0"
"s_start_EmissionBlinking0","发射闪烁 0"
"s_start_ScrollingEmission0","滚动发射 0"
"s_start_EmissionAL0Multiply","发射 AL 乘法 0"
"s_end_EmissionAL0Multiply","结束发射 AL 乘法 0"
"s_start_EmissionAL0Add","发射 AL 添加 0"
"s_end_EmissionAL0Add","结束发射 AL 添加 0"
"s_start_EmissionAL0COut","发射 AL 从中心向外 0"
"s_end_EmissionAL0COut","结束发射 AL 从中心向外 0"
"s_start_EmissionHueShift1","发射色调偏移 1"
"_EmissionSaturation1","发射饱和度 1"
"s_start_EmissionCenterOutEnabled1","发射从中心向外 1"
"s_start_EmissionLightBased1","基于光的发射 1"
"s_start_EmissionBlinking1","发射闪烁 1"
"s_start_EmissionScrolling1","滚动发射 1"
"s_start_EmissionAL1Multiply","发射 AL 乘法 1"
"s_end_EmissionAL1Multiply","结束发射 AL 乘法 1"
"s_start_EmissionAL1Add","发射 AL 添加 1"
"s_end_EmissionAL1Add","结束发射 AL 添加 1"
"s_start_EmissionAL1COut","发射 AL 从中心向外 1"
"s_end_EmissionAL1COut","结束发射 AL 从中心向外 1"
"s_start_EmissionHueShift2","发射色调偏移 2"
"_EmissionSaturation2","发射饱和度 2"
"s_start_EmissionCenterOut2","发射从中心向外 2"
"s_start_EmissionLightBased2","基于光的发射 2"
"s_start_EmissionBlinking2","发射闪烁 2"
"s_start_EmissionScrolling2","滚动发射 2"
"s_start_EmissionAL2Multiply","发射 AL 乘法 2"
"s_end_EmissionAL2Multiply","结束发射 AL 乘法 2"
"s_start_EmissionAL2Add","发射 AL 添加 2"
"s_end_EmissionAL2Add","结束发射 AL 添加 2"
"s_start_EmissionAL2COut","发射 AL 从中心向外 2"
"s_end_EmissionAL2COut","结束发射 AL 从中心向外 2"
"s_start_EmissionHueShift3","发射色调偏移 3"
"_EmissionSaturation3","发射饱和度 3"
"s_start_EmissionCenterOutEnabled3","发射从中心向外 3"
"s_start_EmissionLightBased3","基于光的发射 3"
"s_start_EmissionBlinking3","发射闪烁 3"
"s_start_EmissionScrolling3","滚动发射 3"
"s_start_EmissionAL3Multiply","发射 AL 乘法 3"
"s_end_EmissionAL3Multiply","结束发射 AL 乘法 3"
"s_start_EmissionAL3Add","发射 AL 添加 3"
"s_end_EmissionAL3Add","结束发射 AL 添加 3"
"s_start_EmissionAL3COut","发射 AL 从中心向外 3"
"s_end_EmissionAL3COut","结束发射 AL 从中心向外 3"
"_GlitterLayers","闪光层"
"s_start_GlitterColorAndShape","闪光颜色和形状"
"s_end_GlitterColorAndShape","结束闪光颜色和形状"
"s_start_GlitterPositionSize","闪光位置和尺寸"
"_GlitterRandomLocation","闪光随机位置"
"s_end_GlitterPositionSize","结束闪光位置和尺寸"
"s_start_GlitterSparkleControl","闪光控制"
"s_end_GlitterSparkleControl","结束闪光控制"
"s_start_GlitterRotationSection","闪光旋转部分"
"_GlitterRandomRotationSpeed","闪光随机旋转速度"
"s_end_GlitterRotationSection","结束闪光旋转部分"
"s_start_GlitterMask","闪光遮罩"
"_GlitterMaskInvert","闪光遮罩反转"
"_GlitterScaleWithLighting","随照明变化的闪光"
"s_end_GlitterMask","结束闪光遮罩"
"s_start_GlitterHueShiftSection","闪光色调偏移部分"
"s_end_GlitterHueShiftSection","结束闪光色调偏移部分"
"s_start_GlitterAudioLink","闪光音频链接"
"_GlitterALEnabled","闪光音频链接"
"_GlitterALAlphaAddBand","闪光音频链接 Alpha 添加频段"
"_GlitterALAlphaAdd","闪光音频链接 Alpha 添加"
"_GlitterALMaxBrightnessBand","闪光音频链接最大亮度频段"
"_GlitterALMaxBrightnessAdd","闪光音频链接最大亮度添加"
"_GlitterALSizeAddBand","闪光音频链接尺寸添加频段"
"_GlitterALSizeAdd","闪光音频链接尺寸添加"
"_GlitterALChronoSparkleSpeedType","闪光音频链接闪光速度类型"
"_GlitterALChronoSparkleSpeedBand","闪光音频链接闪光速度频段"
"_GlitterALChronoSparkleSpeed","闪光音频链接闪光速度"
"_GlitterALChronoRotationSpeedType","闪光音频链接旋转速度类型"
"_GlitterALChronoRotationSpeedBand","闪光音频链接旋转速度频段"
"_GlitterALChronoRotationSpeed","闪光音频链接旋转速度"
"s_end_GlitterAudioLink","结束闪光音频链接"
"s_start_MirrorTexture","镜面纹理"
"_MirrorTextureEnabled","镜面纹理"
"_MirrorTextureForceEnabled","强制镜面纹理"
"s_start_DepthFXColorEmission","深度效果颜色发射"
"s_start_DepthAlpha","深度 Alpha"
"_TextFPSOutlineColor","FPS 文本轮廓颜色"
"s_start_ParallaxInternalLayerControls","视差内部层控制"
"s_start_ParallaxInternalLayerColoring","视差内部层着色"
"_ParallaxInternalBlendMode","视差内部混合模式"
"_ParallaxInternalSurfaceBlendMode","视差内部表面混合模式"
"s_start_ParallaxInternalHueShift","视差内部色调偏移"
"m_start_voronoi"," Voronoi"
"_VoronoiEnabled"," Voronoi"
"_VoronoiType","Voronoi 类型"
"_VoronoiSpace","Voronoi 空间"
"_VoronoiBlend","Voronoi 混合"
"_VoronoiAffectsMaterialAlpha","Voronoi 影响材质 Alpha"
"_VoronoiMask","Voronoi 遮罩"
"_VoronoiMaskPan","Voronoi 遮罩平移"
"_VoronoiMaskUV","Voronoi 遮罩 UV"
"_VoronoiMaskChannel","Voronoi 遮罩通道"
"_VoronoiGlobalMask","Voronoi 全局遮罩"
"_VoronoiGlobalMaskBlendType","Voronoi 全局遮罩混合类型"
"_VoronoiNoise","Voronoi 噪声"
"_VoronoiNoisePan","Voronoi 噪声平移"
"_VoronoiNoiseUV","Voronoi 噪声 UV"
"_VoronoiNoiseChannel","Voronoi 噪声通道"
"_VoronoiNoiseIntensity","Voronoi 噪声强度"
"_VoronoiOuterColor","Voronoi 外部颜色"
"_VoronoiOuterEmissionStrength","Voronoi 外部发射强度"
"_VoronoiInnerColor","Voronoi 内部颜色"
"_VoronoiInnerEmissionStrength","Voronoi 内部发射强度"
"_VoronoiGradient","Voronoi 渐变"
"_VoronoiPower","Voronoi 功率"
"_VoronoiScale","Voronoi 缩放"
"_VoronoiSpeed","Voronoi 速度"
"m_start_voronoiRandom"," Voronoi 随机"
"_VoronoiEnableRandomCellColor"," Voronoi 随机单元颜色"
"_VoronoiRandomMinMaxSaturation","Voronoi 随机最小最大饱和度"
"_VoronoiRandomMinMaxBrightness","Voronoi 随机最小最大亮度"
"m_end_voronoiRandom","结束 Voronoi 随机"
"m_start_VoronoiAudioLink"," Voronoi 音频链接"
"_AudioLinkVoronoiInnerEmissionBand","音频链接 Voronoi 内部发射频段"
"_AudioLinkVoronoiInnerEmission","音频链接 Voronoi 内部发射"
"_AudioLinkVoronoiOuterEmissionBand","音频链接 Voronoi 外部发射频段"
"_AudioLinkVoronoiOuterEmission","音频链接 Voronoi 外部发射"
"_AudioLinkVoronoiGradientMinAddBand","音频链接 Voronoi 渐变最小添加频段"
"_AudioLinkVoronoiGradientMinAdd","音频链接 Voronoi 渐变最小添加"
"_AudioLinkVoronoiGradientMaxAddBand","音频链接 Voronoi 渐变最大添加频段"
"_AudioLinkVoronoiGradientMaxAdd","音频链接 Voronoi 渐变最大添加"
"_AudioLinkVoronoiChronoSpeedXType","音频链接 Voronoi X 方向速度类型"
"_AudioLinkVoronoiChronoSpeedXBand","音频链接 Voronoi X 方向速度频段"
"_AudioLinkVoronoiChronoSpeedXSpeed","音频链接 Voronoi X 方向速度"
"_AudioLinkVoronoiChronoSpeedYType","音频链接 Voronoi Y 方向速度类型"
"_AudioLinkVoronoiChronoSpeedYBand","音频链接 Voronoi Y 方向速度频段"
"_AudioLinkVoronoiChronoSpeedYSpeed","音频链接 Voronoi Y 方向速度"
"_AudioLinkVoronoiChronoSpeedZType","音频链接 Voronoi Z 方向速度类型"
"_AudioLinkVoronoiChronoSpeedZBand","音频链接 Voronoi Z 方向速度频段"
"_AudioLinkVoronoiChronoSpeedZSpeed","音频链接 Voronoi Z 方向速度"
"m_end_VoronoiAudioLink","结束 Voronoi 音频链接"
"m_end_voronoi","结束 Voronoi"
"m_start_audioLinkOverrides","音频链接重写"
"s_start_AudioLinkBandOverrides","音频链接频段重写"
"_AudioLinkBandOverridesEnabled","音频链接频段重写"
"_AudioLinkBandOverrideSliders","音频链接频段重写滑块"
"s_end_AudioLinkBandOverrides","结束音频链接频段重写"
"m_end_audioLinkOverrides","结束音频链接重写"
"_ALDecalGlobalMask","AL 贴花全局遮罩"
"_ALDecalGlobalMaskBlendType","AL 贴花全局遮罩混合类型"
"m_start_PoiGlobalCategory"," Poi 全局类别"
"m_start_GlobalMaskVertexColors","全局遮罩顶点颜色"
"_GlobalMaskVertexColorLinearSpace","全局遮罩顶点颜色线性空间"
"_GlobalMaskVertexColorRed","全局遮罩顶点颜色红色"
"_GlobalMaskVertexColorRedBlendType","全局遮罩顶点颜色红色混合类型"
"_GlobalMaskVertexColorGreen","全局遮罩顶点颜色绿色"
"_GlobalMaskVertexColorGreenBlendType","全局遮罩顶点颜色绿色混合类型"
"_GlobalMaskVertexColorBlue","全局遮罩顶点颜色蓝色"
"_GlobalMaskVertexColorBlueBlendType","全局遮罩顶点颜色蓝色混合类型"
"_GlobalMaskVertexColorAlpha","全局遮罩顶点颜色Alpha"
"_GlobalMaskVertexColorAlphaBlendType","全局遮罩顶点颜色Alpha混合类型"
"m_end_GlobalMaskVertexColors","结束全局遮罩顶点颜色"
"s_start_GlobalMaskOptionsSliders","全局遮罩选项滑块"
"s_start_GlobalMaskOptionsMinMaxSliders","全局遮罩选项最小最大滑块"
"s_start_GlobalMaskOptionsForceToggles","全局遮罩选项强制切换"
"m_end_PoiGlobalCategory","结束 Poi 全局类别"
"m_start_PoiUVCategory"," Poi UV 类别"
"s_start_deliot","德利奥特"
"s_end_deliot","结束德利奥特"
"s_start_hextile","六角形"
"s_end_hextile","结束六角形"
"m_end_PoiUVCategory","结束 Poi UV 类别"
"m_start_PoiPostProcessingCategory"," Poi 后期处理类别"
"m_start_PPAnimations"," PP 动画"
"m_end_PPAnimations","结束 PP 动画"
"m_end_PoiPostProcessingCategory","结束 Poi 后期处理类别"
"m_start_BeatsaberOptions"," Beatsaber 选项"
"_BSSEnabled"," BSS"
"_BSSSpacer1","BSS 间隔 1"
"_BSSHelpBox1","BSS 帮助框 1"
"_BSSHelpBox2","BSS 帮助框 2"
"_BSSSpacer2","BSS 间隔 2"
"s_start_CCopt"," CC 选项"
"_BSSHelpBox3","BSS 帮助框 3"
"s_end_CCopt","结束 CC 选项"
"m_start_BeatsaberBloomFog"," Beatsaber Bloom Fog"
"_BSSBloomfog","BSS Bloom Fog"
"s_start_fogOpt","雾选项"
"_FogStartOffset","雾偏移"
"_FogScale","雾缩放"
"s_start_heightFogOpt","高度雾选项"
"_FogHeightOffset","雾高度偏移"
"_FogHeightScale","雾高度比例"
"_FlipBackfaceNormals","翻转背面法线"
"_RenderingEarlyZEnabled","早期Z渲染"
"m_start_outlineAlphaBlending","起始轮廓透明混合"
"m_end_outlineAlphaBlending","结束轮廓透明混合"
